210;Мисо-суп;404;5
211;Суп-лапша с курицей;317;5
212;Шпинатная лапша вок с креветками в ароматном соусе;490;5
213;Шпинатная лапша вок с креветками и кальмарами в ароматном соусе;404;5
214;Шпинатная лапша с курицей и древесными грибами в соусе Гонконг;317;5
215;Шпинатная лапша вок с курицей и тофу в соусе Гонконг;391;5
216;Шпинатная лапша вок с курицей и шиитаке в ароматном соусе;411;5
217;Шпинатная лапша вок с индейкой и грибами в острой Жаркой Азии;402;5
218;Шпинатная лапша вок с индейкой и сыром тофу в соусе Токио;404;5
219;Шпинатная лапша вок с индейкой и шиитаке в соусе Гонконг;490;5
220;Шпинатная лапша wok с говядиной и брокколи в ароматном соусе;391;5
221;Шпинатная лапша wok со свининой и тофу в остром соусе Сайгон;404;5
222;Шпинатный вок со свининой и древесными грибами в острой Жаркой;433;5
223;Вок удон с индейкой и сыром тофу в кисло-сладком соусе;391;5
224;Вок удон с индейкой и грибами шиитаке в ароматном соусе;395;5
225;Вок удон с индейкой в очень остром соусе Жаркая Азия;490;5
226;Удон с индейкой, шампиньонами и древесными грибами и соус Токио;391;5
227;Вок удон с креветками и кальмарами в ароматном соусе;404;5
228;Вок удон с креветками в ароматном соусе;327;5
229;Вок удон с куриной грудкой и сыром тофу в соусе Гонконг;458;5
230;Вок удон с куриной грудкой и шиитаке в ароматном соусе;384;5
231;Удон с курицей, шампиньонами и древесными грибами в соусе Гонконг;405;5
232;Вок удон со свининой и древесными грибами в соусе Жаркая Азия;490;5
233;Вок удон со свининой и сыром тофу в соусе Сайгон;317;5
234;Вок лапша яичная с говядиной и сыром тофу в ароматном соусе;228;5
235;Вок лапша яичная с говядиной и древесными грибами и острый Сайгон;218;5
236;Вок лапша яичная с говядиной и шиитаке в ароматном соусе;218;5
237;Вок лапша яичная с индейкой и ананасом в соусе Токио;218;5
238;Вок лапша яичная с индейкой и сыром тофу в остром соусе Сайгон;416;5
239;Вок лапша яичная с кальмаром и сыром тофу в остром соусе Сайгон;489;5
240;Вок лапша яичная с креветками и кальмарами в ароматном соусе;380;5
241;Вок лапша яичная с креветками в ароматном соусе;370;5
242;Вок лапша яичная с куриной грудкой и ананасом в соусе Гонконг;114;5
243;Вок лапша яичная с куриной грудкой и креветками в ароматном соусе;114;5
244;Вок лапша яичная с куриной грудкой и сыром тофу в ароматном соусе;114;5
245;Вок лапша яичная со свининой и брокколи в ароматном соусе;115;5
246;Вок лапша яичная со свининой и кальмарами в ароматном соусе;115;5
247;Вок лапша яичная со свининой и шиитаке в ароматном соусе;115;5
248;Рисовая лапша вок с говядиной и брокколи в ароматном соусе;524;5
249;Борщ с говядиной;163;6
250;Лапша куриная;159;6
251;Котлета пожарская;87;6
252;Шницель куриный;535;6
253;Пюре картофельное;319;6
254;Каша гречневая с морковью;403;6
255;Комбо "Средиземноморский";503;6
256;Комбо "Аппетитный";309;6
257;Комбо "Грибной";419;6
258;Комбо "Завтрак 24 на 7";265;6
259;Комбо "Европейский";325;6
260;Комбо "Фитнес";175;6
261;Комбо "К пенному";112;6
262;Комбо "С шашлычком";167;6
263;Комбо "Со шницелем и спрайтом";143;6
264;Комбо со шницелем;113;6
265;Комбо "Осенний";192;6
266;Комбо "С колбасками";153;6
267;Паста карбонара;134;6
268;Фарфалле с форелью;372;6
269;Тальятелле с говядиной;96;6
270;Вок лапша рисовая с овощами (острая);248;6
271;Рис с курицей карри;104;6
272;Яичная лапша с курицей карри;93;6
273;Гренки ржаные ( с чесноком);248;6
274;Ушки с сыром соленые;161;6
275;Салат цезарь с куриным филе;163;6
276;Салат греческий;97;6
277;Студень из говядины;86;6
278;Салат "Грузинский";169;6
279;Аджапсандал;376;6
280;Салат оливье;275;6
281;Двойной оливье;225;6
282;Тройной оливье;199;6
283;Салат куриный с ананасами;209;6
284;Салат "Камчатка";385;6
285;Салат куриный сытный;245;6
286;Двойный куриный сытный;169;6
287;Тройной куриный сытный;155;6
288;Салат из свежих помидоров с луком;159;6
289;Винегрет;159;6
290;Салат с кальмарами;99;6
291;Двойной салат с кальмарами;87;6
292;Тройной салат с кальмарами;79;6
293;Салат из битых огурцов;28;6
294;Селедочка с луком;29;6
295;Салат свекольный с чесноком;29;6
296;Двойной свекольный салат с чесноком;29;6
297;Тройной свекольный с чесноком;29;6
298;Салат из капусты с огурцом;84;6
299;Суп гороховый с копченостями;54;6
300;Суп- пюре из шампиньонов с гренками;117;6
301;Блинчик с творогом;161;6
302;Блинчик с индейкой;229;6
303;Сырник;183;6
304;Жюльен грибной;70;6
305;Пельмени жареные;65;6
306;Картофель жареный с грибами;99;6
307;Шашлык из курицы;99;6
308;Стейк из свинины на косточке;139;6
309;Котлета из баранины;185;6
310;Язык говяжий отварной;149;6
311;Люля с кавказским соусом;149;6
312;Пиканья стейк;293;6
313;Рыба запеченная под соусом тар-тар;322;6
314;Мясо по-французски;403;6
315;Индейка в брусничном соусе;19;6
316;Картофель слайсы;160;7
317;Картофель фри;450;7
318;Блю чиз бургер;420;7
319;Бургер брянский парень;2190;7
320;Бургер тетя из барселоны;60;7
321;Чизбургер farш;60;7
322;Burger box корпоратив#farш;60;7
323;Burger box чизбургер#farш;290;7
324;Горчица;150;7
325;Кетчуп;160;7
326;Соус барбекю;130;7
327;Сырный соус;130;7
328;Чили сладкий;150;7
329;Салат с копченой уткой;150;7
330;Салат цезарь;250;7
331;Бонаква с/г стекло;230;7
332;Кока-кола;230;7
333;Пиво бад БЕЗАЛКОГОЛЬНОЕ;420;7
334;Ред булл;390;7
335;Ред булл без сахара;420;7
336;Сок рич апельсин;470;7
337;Сок рич вишня;660;7
338;Сок рич персик;420;7
339;Сок рич яблоко;600;7
340;Спрайт;340;7
341;Фанта;390;7
342;Сэндвич-ролл Куриный;159;8
343;Сэндвич-ролл Ветчина и грибы;199;8
344;Куриные крылья BBQ;149;8
345;Картофель Фри;99;8
346;Картофель по-деревенcки;159;8
347;Пицца-роллы Пепперони;199;8
348;Ароматные хлебцы с чесноком;199;8
349;Ароматные хлебцы с чесноком и сыром;149;8
350;Куриные крылья Карри;199;8
351;Куpиные крылья;115;8
352;Куриные шарики;99;8
353;Киккерсы;99;8
354;Пицца-роллы  Бекон-халапеньо;99;8
355;Пирожное Мозаикa;99;8
356;Десерт Шоколадная лава;49;8
357;Пицца-роллы с ананасoм;49;8
358;Котлетка с рисом;247;9
359;Пицца ветчина и грибы;267;9
360;Куриный шар с бульоном;215;9
361;Финский рыбный суп;245;9
362;Котлетка со спагетти;337;9
363;Шаурма с курицей;277;9
364;Картофель Фри;427;9
365;Сырный сэндвич с томатным супом;497;9
366;Чиз стейк сэндвич;427;9
367;Сэндвич с курицей терияки;387;9
368;Сэндвич с лососем и крем чиз;297;9
369;Тажин с бараниной и кус-кусом;267;9
370;Лосось терияки с киноа и огуречным салатом;397;9
371;Пицца маргарита;559;9
372;Пицца с пастрами из говядины;323;9
373;Пицца чиз карбонара;43;9
374;Пицца сырная со спаржей;27;9
375;Маки ролл с креветкой спайси;63;9
376;Калифорния ролл "Снежный краб";63;9
377;Смузи-боул манго-маракуйя;97;9
378;Щи с говядиной;97;9
379;Суимоно хондаши с креветкой;97;9
380;Фо Бо;437;9
381;Свекла печеная с моцареллой и тыквенными семечками;139;9
382;Вителло тонато;43;9
383;Масло оливковое;127;9
384;Рагу со свининой;113;9
385;Картофельная запеканка с рыбой;455;9
386;Домашний песто;53;9
387;Соус цезарь;397;9
388;Соус свит чили;27;9
389;Соевый соус;47;9
390;Соус белый;107;9
391;Пармезан;87;9
392;Пюре Агуша яблоко-банан-печенье;87;9
393;Пюре Агуша яблоко;157;9
394;Пюре Агуша яблоко-ежевика-малина;197;9
395;Капучино;187;9
396;Фильтр кофе;77;9
397;Латте;227;9
398;Флэт уайт;257;9
399;Поке с лососем;470;10
400;Поке с тунцом;400;10
401;Поке с курицей;390;10
402;Поке с креветками;470;10
403;Поке с тофу;400;10
404;Лимонад из ананаса и мяты;390;10
405;Поке с острым лососем;595;10
406;Детский поке с курицей;260;10
407;Детский поке с тофу;250;10
408;Поке Тунец-Манго;160;10
409;Нэм 3 шт.;350;11
410;Суп Фо-Бо;390;11
411;Суп Фо-Га;390;11
412;Ролл теплый Атлант 4 шт.;255;12
413;Вок "Дейли" Удон с курицей в сладком чили соусе;320;12
414;Вок "Дейли" Удон с курицей в соусе терияки;255;12
415;Вок "Дейли" Рамен с говядиной в сладком чили соусе;345;12
416;Гедзе с курицей жареные 4 шт.;420;12
417;Дамплинг L (25 шт.);525;12
418;Обед №8;550;12
419;Обед №9;575;12
420;Обед №16;590;12
421;Обед №12;656;12
422;Обед №13;650;12
423;Обед №18;988;12
424;Обед №7;710;12
425;Обед №17;750;12
426;Обед №6;800;12
427;Обед №11;1238;12
428;Обед №10;1200;12
429;Обед №14;885;12
430;Обед №4;1238;12
431;Обед №2;863;12
432;Обед №15;1260;12
433;Обед №5;420;12
434;Обед №1;480;12
435;Обед №3 "Комбо де Люкс";449;12
436;Поке с лососем в соусе понзу;420;12
437;Поке с тигровыми креветками в чили сладком соусе;420;12
438;Поке с тунцом в соусе кимчи;420;12
439;Ролл "Филадельфия";420;12
440;Ролл "Самурай";420;12
441;Ролл "Летний";420;12
442;Ролл "Калифорния";75;12
443;Ролл "Димсам";420;12
444;Ролл "Саке кадо";420;12
445;Ролл "Калифорния" с крабом;420;12
446;Ролл "Бошито" 8 шт;255;12
447;Ролл "Кунсей маки" 8 шт.;1620;12
448;Ролл "Лава" 8 шт.;830;12
449;Ролл "Нежная калифорния блэк" 8 шт.;370;12
450;Ролл "Нежная калифорния" 8 шт.;295;12
451;Ролл "Сакура" 8 шт.;320;12
452;Ролл "Нежный" со слабосоленым лососем 8 шт.;320;12
453;Ролл "Нежный самурай" 8 шт.;350;12
454;Ролл "Маки-мания" 4 шт.;320;12
455;Ролл теплый "Атлант";320;12
456;Ролл теплый "Кагувасе";350;12
457;Ролл теплый "Фурай";430;12
458;Ролл запеченный "Акан";439;12
459;Ролл запеченный "Сагано";439;12
460;Ролл запеченный "Дзэн";439;12
461;Ролл запеченный "Фудзи";75;12
462;Сет "Фуджимото" 36 шт.;75;12
463;Сет "Пятница" 36 шт.;150;12
464;Сет "Филадельфия" 26 шт.;75;12
465;Сет "Калифорния" 16 шт.;45;12
466;Мисо-суп;45;12
467;Суп "Том-ям" с морепродуктами;45;12
468;Суп "Том-ям" с курицей;45;12
469;Суп "Фо-бо";45;12
470;Суп "Фо-га";95;12
471;Вок "Дейли" Фунчоза в сливочном соусе том-ям;360;12
472;Вок "Дейли" с креветками;255;12
473;Вок "Дейли" с Семгой;170;12
474;Удон с курицей;900;12
475;Рис на воке с курицей;675;12
476;Вок по-тайски с курицей;540;12
477;Рис на воке с говядиной;30;12
478;Рамен с говядиной;30;12
479;Вок по-тайски с морепродуктами;120;12
480;Фунчоза с креветками;150;12
481;Рис на воке с тигровыми креветками;70;12
482;Нем ран 3 шт.;225;13
483;Фо бо;315;13
484;Ми ксао га;315;13
485;Ми ксао том;248;13
486;Ком га;248;13
487;Ким са;282;13
488;Ном га;225;13
489;Ном сен;112;13
490;Нем том 2 шт.;135;13
491;Нем га 2 шт.;112;13
492;Нем сонг 2 шт.;282;13
493;Нем чай 2 шт.;394;13
494;Бань бао с курицей;315;13
495;Бань бао со свининой;338;13
496;Дау сот ка чуа;895;13
497;Дау фу в рыбном соусе;338;13
498;Дау фу в соевом соусе;315;13
499;Креветочные чипсы;165;13
500;Фо га;35;13
501;Фо том на овощном бульоне;35;13
502;Фо том на мясном бульоне;35;13
503;Фо чай;112;13
504;Фо тиу;224;13
505;Фо чон том;152;13
506;Салат "Цезарь" с курицей;215;14
507;Гренка с сыром и ветчиной 2 шт.;145;14
508;Жульен грибной;255;14
509;Мясо по французски;400;14
510;Курица со сладким перцем;500;14
511;Картофель жареный с грибами;269;14
512;Винегрет;350;14
513;Блинчик с сыром и ветчиной;650;14
514;Картофель в мундире, жареный с розмарином;670;14
515;Завтрак с кашей на молоке и фруктовым салатом;105;14
516;Завтрак с яичницей глазуньей и салатом из свежих овощей;199;14
517;Завтрак с натуральным омлетом;159;14
518;Обед с отбивной из курицы и жаренной фасолью;55;14
519;Обед с борщом и котлетами;299;14
520;Обед с куриным супом и колбаской;99;14
521;Ужин со свиной шеей;145;14
522;Ужин с колбаской;155;14
523;Ужин с форелью;255;14
524;Салат Македонский;169;14
525;Сельдь под шубой;119;14
526;Салат зеленый с тунцом;499;14
527;Форель слабосоленый;499;14
528;Гренки чесночные Бородино;449;14
529;Брускета с форелью и гуакамоле;175;14
530;Салат "Капрезе";125;14
531;Салат "Оливье по-домашнему";499;14
532;Салат Дачный;650;14
533;Салат с рукколой , апельсинами и медово-горчичной заправкой;465;14
534;Крылья куриные жареные;155;14
535;Крокеты куриные с копченым сыром;289;14
536;Запеканка с брокколи под сливочным соусом;450;14
537;Кабачок фаршированный птицей;355;14
538;Блинчик с мясом;219;14
539;Блинчик с клюквенно-яблочной начинкой;225;14
540;Блин с бананом;139;14
541;Блинчик;65;14
542;Блин с творогом;199;14
543;Сырники творожные (1шт);185;14
544;Запеканка творожная  с изюмом;159;14
545;Пицца "С пастрами из говядины";15;14
546;Пицца "Чоризо";10;14
547;Пицца "Грибная";95;14
548;Пицца "Чиз Карбонара";79;14
549;Пицца "Сырная со спаржей";125;14
550;Пицца Маргарита;209;14
551;Пицца Пеперони;199;14
552;Отбивная из курицы в сухарях большая порция;219;14
553;Солянка мясная;315;14
554;Борщ;139;14
555;Суп куриный с лапшой;169;14
556;Суп овощной;215;14
557;Стейк из форели на гриле;319;14
558;Стейк из форели на пару;120;14
559;Рыба запеченная с помидором и сыром;69;14
560;Дорадо, жаренная на гриле;29;14
561;Свиная шея, жаренная на гриле;199;14
562;Свиные ребра жаренные;155;14
563;Рулетики из баклажанов;195;15
564;Салат Овощной по-грузински;195;15
565;Куриный суп с домашней лапшой;295;15
566;Харчо;210;15
567;Хачапури по-аджарски;240;15
568;Хачапури по-мегрельски;340;15
569;Пхали ассорти;330;15
570;Гебжалия;265;15
571;Сациви;470;15
572;Шампиньоны с сыром сулугуни;295;15
573;Моцарелла с помидорами с тархуновым песто;275;15
574;Салат Аджабсандали;340;15
575;Зеленый борщ;125;15
576;Лобио;180;15
577;Чакапули;165;15
578;Оджахури;160;15
579;Чахохбили;50;15
580;Люля-кебаб из баранины;50;15
581;Долма;50;15
582;Набор оригинальных рингов 6 шт.;435;16
583;Набор пончиков Ассорти 6 шт.;825;16
584;Набор оригинальных рингов 12 шт.;435;16
585;Набор пончиков Ассорти 12 шт.;825;16
586;Борщ;225;17
587;Куриный овощной суп с лапшой;225;17
588;Поке с лососем;215;17
589;Бефстроганов с молодым картофелем;110;17
590;Куриная грудка с брокколи;195;17
591;Капучино;170;17
592;Овсяная каша на молоке;145;17
593;Глазунья из 3 яиц;145;17
594;Омлет с курицей;175;17
595;Кето завтрак;185;17
596;Творожная запеканка с изюмом и сметаной;215;17
597;Творог с гранолой и вареньем;250;17
598;Французский круассан с маслом и джемом;235;17
599;Творог, фрукты, чиа;245;17
600;Овсяная каша с гранолой и вареньем;225;17
601;Омлет с беконом;225;17
602;Глазунья из трех яиц с ветчиной;190;17
603;Глазунья из трех яиц с беконом;330;17
604;Скрембл с беконом;275;17
605;Круассан с ветчиной и сыром;199;17
606;Lowcal завтрак с творогом и овсяной кашей;360;17
607;Paleo завтрак с глазуньей и овощным салатом;195;17
608;Vegetarian завтрак с овсяной кашей и сырниками;160;17
609;Суп-пюре из шампиньонов;140;17
610;Салат с тунцом;15;17
611;Салат цезарь;110;17
612;Зеленый детокс;85;17
613;Кето салат с авокадо;165;17
614;Салат греческий;130;17
615;Овощной салат;145;17
616;Фалафель с брокколи и хумусом;140;17
617;Шашлык куриный с картофелем;135;17
618;Спагетти с индейкой и сливочным соусом;95;17
619;Куриная котлета с гречкой;85;17
620;Салат из свежей капусты;190;18
621;Традиционный украинский борщ с пампушками;310;18
622;Куриный бульон с домашней лапшой;310;18
623;Вареники с картошкой;270;18
624;Вареники с картошкой и грибами;260;18
625;Чебуреки с говядиной (2 шт.);420;18
626;Блины с вишней;295;18
627;Блины с медом;120;18
628;Блины со сметаной;120;18
629;Запеченный омлет с брокколи под сыром;340;18
630;Картофельный драник со слабосоленым кижучем, шпинатом,свежими овощами и болтуньей;570;18
631;Налистники с творогом и изюмом,запеченые в сметане;750;18
632;Омлет с помидорами,сыром и тостами;440;18
633;Пирожки с вишней (2 шт.);480;18
634;Пирожки с капустой (2 шт.);460;18
635;Пирожки с мясом (2 шт.);390;18
636;Пирожки с яйцом и луком (2 шт.);800;18
637;Сырники с шоколадом и соленой карамелью;420;18
638;Сырники со сметаной;1500;18
639;Сет 1;290;18
640;Сет 2;1490;18
641;Сет 3;290;18
642;Сет 4;420;18
643;Вегетарианский сет 5;370;18
644;Салат с курицей и вешенками в сливочном соусе;540;18
645;Зеленый салат с соусом из печеного балгарского перца;750;18
646;Салат с говяжьим языком и грецкими орехами;950;18
647;Салат с ку-кусом, печеным перцем и тунцом;340;18
648;Салат с тыквой, шпинатом и индейкой;360;18
649;Салат с шампиньонами и утиной грудкой;390;18
650;Салат со свеклой, грибами и домашним козьим сыром;380;18
651;Салат "Оливье" с курицей;1190;18
652;Салат "Винегрет" с сельдью;310;18
653;Салат с рукколой , шпинатом и жареным адыгейским сыром;60;18
654;Салат "Цезарь";520;18
655;Салат "Оливье советский" с колбасой;390;18
656;Салат "Сельдь под шубой";390;18
657;Салат овощной с сыром фета;690;18
658;Салат из свеклы с черносливом;690;18
659;Салат "Мимоза";430;18
660;Салат с теплой куриной печенью;390;18
661;Ассорти из домашних сыров 180/40/30/30 г;230;18
662;Домашние соленья;380;18
663;Заморская икра баклажановая;380;18
664;Мясная тарелка;420;18
665;Рулетики из баклажан;430;18
666;Пивная тарелка;280;18
667;Форшмак с гренками;330;18
668;Сельдь на картофельных дольках с луком;250;18
669;Ассорти из домашнего сала с чесноком и гренками;350;18
670;Хрустящий лаваш с сыром, помидорами и тархуном;320;18
671;Сырные ломтики фри, подаются с клюквенным соусом;310;18
672;Сырные ломтики фри, подаются с медово-кунжутным соусом;360;18
673;Чесночные гренки с соусом;290;18
674;Солянка мясная;340;18
675;Сырный суп дружба;320;18
676;Борщ на компанию 1340/200/200/160/40/ г;690;18
677;Пампушки с чесночным соусом (2);270;18
678;Уха по-царски, подается с чесночными гренками;330;18
679;Хлебная корзина стандарт;670;18
680;Хлебная корзина черная;45;18
681;Хлебная корзина белая;60;18
682;Галушки с беконом и чесноком запеченые под сыром;310;18
683;Гуляш советско-венгерский с ароматной паприкой;80;18
684;Домашняя куриная колбаса с печеным картофелем и кабачком;80;18
685;Жареный картофель с луком и бараньим фаршем;290;18
686;Жареный картофель с луком и говяжьим фаршем;140;18
687;Жареный судак с пюре дюшес;260;18
688;Запеченая скумбрия с брокколи;260;18
689;Свинина на кости;260;18
690;Свинина с овощами в перечном соусе и рисом;260;18
691;Тушенная капуста с говядиной, беконом и вешенками;260;18
692;Форель фаршированная с помидорами и тархуном;260;18
693;Фрикадельки с гречкой и овощным соусом;70;18
694;Запеченый кижуч в горчично-медовом соусе с рисом и овощами;70;18
695;Картофельные драники с жареным луком;160;18
696;Котлета по-киевски;190;18
697;Бефстроганов с говядиной;480;18
