210,Seredka,Dwight,569,544
211,Sambonggede,Mockingbird,215,277
212,San Marcos,Graceland,401,273
213,Seixas do Douro,Schiller,118,740
214,Yangjiao,Bowman,118,496
215,Telagaselaba,Browning,346,928
216,Yong’an,Longview,549,167
217,Bang Pahan,Beilfuss,177,756
218,Caspisapa,Schiller,94,325
219,Betim,Prairieview,984,929
220,Luodong,Doe Crossing,297,422
221,Vardablur,Johnson,68,294
222,Dongtai,Ridge Oak,724,752
223,North Saanich,Maple Wood,31,222
224,Cisiec,Barnett,274,311
225,Rayevskiy,Tomscot,131,121
226,Sijunjung,Cambridge,160,423
227,Stockholm,Roth,345,238
228,Hazlov,Debs,987,670
229,Kansas City,Garrison,352,123
230,Sanjiang,Autumn Leaf,700,839
231,Agua Buena,Nobel,944,623
232,Lovisa,Moland,336,365
233,Nadi,Summer Ridge,802,418
234,Turgenevo,Mayfield,662,742
235,Rawa,Myrtle,497,330
236,Santiago Atitlán,Lawn,566,176
237,Nifuboko,Buhler,504,307
238,Parychy,Bobwhite,24,98
239,Constance,Tennyson,858,756
240,Seynod,Delaware,2,379
241,Inderka,Elmside,208,664
242,Liufang,Hayes,51,596
243,Shufeng,Grasskamp,220,134
244,Kericho,Corben,184,34
245,Yuanmou,Morrow,192,195
246,Banatsko Veliko Selo,Elgar,742,69
247,Czarna Dąbrówka,Prairieview,482,163
248,Urung,Starling,885,173
249,Xiaxi,Kenwood,510,638
250,Phôngsali,Evergreen,452,922
251,San Narciso,Alpine,458,364
252,Piskivka,Fordem,632,265
253,Bayasgalant,Thackeray,459,83
254,Prawdzinski,Kipling,735,18
255,Lengji,Hallows,819,561
256,Acli,Ohio,535,516
257,Jifnā,Brickson Park,307,426
258,Datarnangka,Sunfield,670,902
259,Paris 08,Meadow Vale,155,932
260,Pingshan,Roth,567,123
261,Santo Niño,Walton,830,360
262,Kambia,6th,560,851
263,Ebu,Farmco,771,312
264,Mambalan,Rusk,152,331
265,Ngampon,Butterfield,235,573
266,Jirjā,Anderson,293,144
267,Água de Pau,Larry,237,844
268,Wuli,Cherokee,189,313
269,Dole,Elgar,366,785
270,Värnamo,Riverside,180,839
271,Brusyanka,Fordem,669,484
272,Fort Liberté,Paget,921,207
273,Banjarjo,Havey,39,372
274,Bojong,Melody,647,457
275,Arvika,Hallows,851,233
276,Lobatse,Lerdahl,949,129
277,Santo Domingo Oeste,Mccormick,622,198
278,Ḩarf al Musaytirah,Randy,491,970
279,Tapakrejo,Sunnyside,195,424
280,Victoria,Eggendart,406,373
281,Orikhiv,Arkansas,11,691
282,Aix-en-Provence,Melody,813,631
283,Jiabei,Declaration,551,988
284,San Ricardo,Chive,261,956
285,Helsingborg,Autumn Leaf,985,846
286,Siqian,Oxford,611,345
287,Knoxville,Kropf,670,934
288,Simbal,Northridge,406,342
289,Jönköping,Parkside,240,68
290,Roskoshnyy,Rusk,120,483
291,Ludgeřovice,Ramsey,754,841
292,Tours,Jenifer,948,741
293,Hukeng,Ryan,995,750
294,Youssoufia,Esch,570,631
295,Jiaodai,Anzinger,564,671
296,Banff,Gale,606,422
297,Nizhniy Tagil,Forster,738,532
298,Afonsoeiro,Susan,681,930
299,Mangaran,Glacier Hill,430,310
300,Rogóźno,Memorial,988,542
301,Dasha,Hudson,683,632
302,Cikeusal,Carioca,95,917
303,Al Ghāriyah,Waubesa,624,271
304,Ferkessédougou,Hollow Ridge,462,932
305,Miaogou,3rd,905,687
306,Haczów,Village Green,781,821
307,Penhold,Roxbury,181,175
308,Blinsung,Thompson,366,956
309,Bologna,Springview,205,426
310,Morinville,Michigan,8,624
311,Dongfeng,Hollow Ridge,795,788
312,Billère,Blackbird,813,749
313,Fovissste,Blue Bill Park,416,271
314,Butterworth,Melrose,877,208
315,Yihe,Nevada,13,191
316,Kosmach,Coleman,718,924
317,Benito Juarez,Butterfield,210,229
318,Kole,Manley,315,764
319,Devnya,Cordelia,134,226
320,Manikchari,Ramsey,238,139
321,San Vicente de Bique,Oak,339,335
322,Tajumulco,Badeau,244,333
323,Chavdar,Mayer,381,679
324,Grenoble,Rigney,307,929
325,Örebro,Holy Cross,361,442
326,Obeliai,Judy,155,889
327,Shah Alam,Duke,421,178
328,Yanmen,Katie,491,221
329,Pecatu,Swallow,529,451
330,Sungaibengkal,Haas,967,283
331,Blatná,Green Ridge,839,237
332,Metković,Maple,678,336
333,Dindima,Karstens,706,397
334,Leonídio,Nobel,857,274
335,Miura,Elgar,51,30
336,Japerejo,Hermina,339,628
337,Dolní Sloupnice,Claremont,556,745
338,Sandakan,Mariners Cove,432,638
339,Moorreesburg,Sundown,197,646
340,Picassinos,Commercial,695,67
341,Willemstad,Pine View,839,879
342,Ciudad Bolivia,Merrick,20,220
343,Piraju,Walton,42,529
344,Tisco,Mariners Cove,739,533
345,Dagu,Maywood,618,5
346,Phetchabun,7th,782,940
347,Dajanrurung,Loeprich,515,623
348,Tandil,Beilfuss,36,690
349,Paraíso,Derek,211,905
350,Sanguansi,Saint Paul,908,81
351,Shatou,Village Green,820,596
352,Alqueva,Sullivan,928,298
353,Manganitu,Tony,159,513
354,Sidzina,Grim,812,154
355,Tandaltī,Kedzie,736,457
356,Chenārān,Ohio,997,936
357,Rokiciny,Bonner,671,508
358,Bridgewater,Sullivan,612,342
359,Presa,Mcguire,768,615
360,Changping,Armistice,534,317
361,San Alberto,Straubel,963,574
362,Lao Suea Kok,Hazelcrest,20,477
363,Pakemitan Dua,Burning Wood,383,864
364,Nagaracinta,Arkansas,135,717
365,Cradock,Anderson,820,513
366,Tomaszów Lubelski,Armistice,260,218
367,Vale da Pedra,Birchwood,691,120
368,Xinshao,Brickson Park,189,802
369,Namangan Shahri,Summer Ridge,766,544
370,Bruzual,Chive,182,554
371,Is,Packers,682,879
372,Hargeysa,Mayfield,24,951
373,Nombre de Jesús,Rusk,954,90
374,Meadow Lake,Everett,242,252
375,Niort,Nobel,812,74
376,Tarqūmyā,Warbler,638,654
377,Marks,Kings,858,784
378,Pancheng,Eagle Crest,439,625
379,Kpalimé,Center,759,265
380,Saint-Amand-les-Eaux,Claremont,23,555
381,Крива Паланка,1st,64,672
382,Salt Lake City,Beilfuss,982,667
383,Nartkala,Katie,648,918
384,Bolhos,Prairieview,336,571
385,Bangad,3rd,678,771
386,Miao’ertan,Mcguire,772,538
387,Lafiagi,Porter,482,944
388,Ōzu,Northfield,703,78
389,Drogomyśl,Dottie,384,907
390,Svojat,Magdeline,18,601
391,Rumāh,Dunning,282,1000
392,Prusice,Reindahl,102,329
393,Lainqu,Morrow,42,847
394,Abbeville,Blaine,719,587
395,Horad Rechytsa,Algoma,506,926
396,Taitung City,Di Loreto,389,721
397,Shuishaping,Magdeline,252,982
398,Samboan,Eastlawn,703,463
399,Silva Jardim,Superior,101,787
400,Periyiáli,High Crossing,280,267
401,Lazaro Cardenas,Saint Paul,606,950
402,Sydney,Golf,157,177
403,Ōnojō,Shasta,715,181
404,Duwakkandung,Butternut,21,545
405,Ménaka,Dorton,973,498
406,Solor,Crowley,125,574
407,Kalipucang,Crest Line,618,164
408,Dollard-Des Ormeaux,Main,762,31
409,San Vicente Centenario,Declaration,286,39
410,Dordrecht,Hooker,432,646
411,Sadar,Rowland,524,9
412,Kibiti,Pawling,501,550
413,Unión de Reyes,Lukken,675,826
414,Saint-Flour,Linden,161,468
415,Al Ghāriyah,Sundown,759,28
416,Doibang,Carioca,147,799
417,Jinping,Clove,465,716
418,Quintão,Eastlawn,89,155
419,San Luis,Arkansas,908,691
420,Lashkar Gāh,Thackeray,57,821
421,Nanlin,Mayfield,328,415
422,Dolulolong,Judy,174,879
423,Pagelaran,Old Gate,270,648
424,Charneca da Cotovia,Susan,72,854
425,Kotauneng,Village Green,698,999
426,Kouloúra,Susan,294,508
427,Phuthaditjhaba,Nancy,283,230
428,Jia’an,Ronald Regan,712,269
429,Mesa,Lakeland,239,471
430,El Bolsón,Menomonie,892,145
431,Santa Cruz,Badeau,845,288
432,Muonio,Northfield,673,102
433,Guinoaliuan,Crownhardt,551,832
434,Luotuo,Blackbird,694,107
435,Santa Tecla,Meadow Ridge,414,521
436,Klishkivtsi,Dapin,777,507
437,Leomil,Arkansas,532,845
438,Kentau,Dwight,241,708
439,Dongla,Boyd,905,930
440,Hengshui,Lunder,242,947
441,Dubá,Eagle Crest,929,749
442,Dongzha,Farmco,907,224
443,Luleå,Village Green,171,701
444,Fajões,Lunder,840,330
445,Wutongkou,Dapin,769,416
446,Laya,Eastlawn,432,746
447,San Antonio de Los Altos,Nevada,935,368
448,Voi,Grayhawk,136,150
449,Angers,Westend,949,149
450,Hengxianhe,Express,684,817
451,Budapest,Dovetail,707,423
452,Gitega,Sunbrook,676,785
453,Nueva Loja,Welch,644,926
454,Jiangkou,Gulseth,965,494
455,Lukićevo,Golden Leaf,518,47
456,Xianghe,Stone Corner,199,853
457,Maddela,Talmadge,741,998
458,Veshnyaki,Independence,620,26
459,Columbus,Amoth,352,838
460,Dipayal,Westridge,782,875
461,Jiulongshan,Reinke,223,237
462,Oslo,Colorado,824,521
463,Zango,Memorial,145,927
464,Saharna,Fisk,914,833
465,Wosai,High Crossing,783,330
466,Keda,Ronald Regan,315,776
467,Bapska,Dorton,69,182
468,Jacksonville,Gateway,266,187
469,Sangzhen,Corscot,260,856
470,Libacao,Atwood,511,448
471,Guaramirim,Monument,715,488
472,Jucás,Kropf,79,905
473,Zlatni Pyasatsi,Vahlen,762,339
474,Dongke,Prentice,822,785
475,Las Vegas,Logan,36,588
476,Jatimulyo,Summit,441,284
477,Xiyang,Northfield,918,335
478,Wongsorejo,Arkansas,449,939
479,Dhī as Sufāl,Oak,950,144
480,Monkayo,Continental,104,342
481,Chumphon,Sachs,590,187
482,Sing Buri,Lotheville,919,740
483,Kuznechnoye,Mifflin,69,994
484,Stockholm,Forster,3,983
485,Maracay,Golden Leaf,509,602
486,Buzdyak,Longview,873,799
487,Summerland,Scott,539,586
488,Tarata,Jenna,946,138
489,Mataloko,Vernon,250,449
490,Bayt ‘Ūr at Taḩtā,Badeau,824,429
491,Örebro,Pine View,181,378
492,Desa Borogojol,Summit,766,348
493,Bršadin,Blackbird,194,995
494,Quma,Graceland,699,387
495,Wubao,La Follette,155,567
496,Lutowiska,Merchant,599,753
497,Hoxtolgay,Melby,742,195
498,Belém,Merchant,372,530
499,Johanneshov,Atwood,640,689
500,Chengguan,Linden,353,340
501,Lebak,Dunning,5,75
502,Qiandian,Dovetail,345,653
503,Dallas,Scofield,39,788
504,Dar es Salaam,Jenifer,520,118
505,Ô Môn,Bayside,729,879
506,Bassar,Troy,182,360
507,Ciechanowiec,Rieder,65,149
508,Guanbuqiao,Westerfield,472,23
509,Zhenzhushan,High Crossing,310,957
510,Ogod,Division,478,713
511,Alfonso,Shopko,217,900
512,Maurisu,Summer Ridge,746,531
513,Santo Tomas,Mandrake,345,529
514,Lomboy,Upham,503,330
515,Ikryanoye,Bayside,941,214
516,Ashton,Lunder,167,692
517,Vybor,Muir,586,782
518,Dunaújváros,Crescent Oaks,954,394
519,Yafran,Kenwood,354,117
520,Wenping,Stuart,966,552
521,San Andres,Fulton,949,338
522,Baranowo,Jenna,291,670
523,Maple Plain,Green,798,184
524,Xinquan,Talisman,118,281
525,Venëv,Aberg,314,698
526,Las Lomas,Butternut,539,937
527,Gechuan,Hovde,750,660
528,Kalmar,Golf Course,5,259
529,Birigui,Ohio,399,940
530,Palecenan,Caliangt,993,331
531,Căuşeni,Haas,977,879
532,Cusapín,Kensington,73,261
533,Nizhneivkino,Clemons,367,971
534,Gangsha,Oxford,730,319
535,Cheqiao,Mandrake,499,309
536,Wangshi,Algoma,923,657
537,Mora,8th,223,322
538,Karlstad,Roxbury,499,615
539,Qianjiang,Scoville,650,111
540,Bao’an,Farragut,267,75
541,Helmas,Raven,367,370
542,Bernardo Larroudé,Almo,197,96
543,Marilao,Pierstorff,590,336
544,Ḩabīl ar Raydah,Village Green,947,410
545,Gesik,Memorial,720,150
546,Sirre,Mccormick,897,915
547,Dashiqiao,Namekagon,909,459
548,Kota Kinabalu,Farwell,823,433
549,Wiang Nuea,Trailsway,126,647
550,Kalapanunggal,Randy,428,489
551,Limatambo,Tennyson,784,484
552,Novodvinsk,Briar Crest,698,773
553,Düsseldorf,Farmco,687,661
554,Katav-Ivanovsk,Carpenter,715,305
555,Duobao,Namekagon,663,802
556,Kunvald,Pawling,805,860
557,Youzai,Sunfield,244,818
558,Aurora,Lyons,236,887
559,Barotac Viejo,Crowley,576,243
560,Castêlo,Caliangt,33,481
561,Newton,Florence,417,339
562,Calimita,Corry,203,686
563,San Marcos de Colón,Ohio,680,227
564,Mislak,Heath,669,590
565,Shidong,Morning,261,836
566,Vierzon,Mandrake,71,787
567,Kireyevsk,Moose,867,972
568,Gasri,Milwaukee,397,83
569,Široki Brijeg,Rusk,270,64
570,Huizhou,Vernon,717,176
571,Göteborg,Leroy,994,144
572,Jangdam,Caliangt,292,312
573,Guansheng,Fairfield,873,845
574,Ózd,Trailsway,840,274
575,Flórina,Vera,415,436
576,Amerta,Mosinee,237,231
577,Kafr Zaytā,Manufacturers,969,245
578,Wujia,Scott,927,868
579,Cerca la Source,Gale,695,402
580,Konispol,Village,326,11
581,Coelho Neto,Dahle,630,415
582,Ngajum,Jenna,768,290
583,Paris La Défense,Mendota,490,546
584,Velykyi Bereznyi,Reinke,624,775
585,Zhentou,Farragut,482,997
586,Ljubešćica,Mcbride,411,688
587,Leticia,Hovde,53,557
588,Diapaga,Nobel,810,493
589,Guicheng,Veith,925,537
590,Buenaventura,Raven,676,496
591,Lazaro Cardenas,Bluestem,521,893
592,Belovodskoye,Erie,180,358
593,Baishigou,Holmberg,277,197
594,Periyiáli,Truax,516,285
595,Suan Luang,Hermina,29,363
596,Novosel’ye,Menomonie,135,507
597,Xinshui,Blue Bill Park,643,720
598,Chrast,Victoria,374,78
599,Sanchang,Ridgeview,531,864
600,Magburaka,Susan,607,896
601,Gračec,Atwood,405,764
602,Owerri,Superior,341,681
603,Latacunga,Nelson,791,327
604,Zamoskvorech’ye,Dawn,798,601
605,Duzhou,Declaration,576,911
606,Fenghuanglu,Porter,920,837
607,Hamilton,Linden,490,16
608,Trà Ôn,Walton,656,897
609,Umeå,Waubesa,218,275
610,Dhidhdhoo,Paget,645,248
611,Ratilangi,Montana,662,937
612,Shahr-e Bābak,Doe Crossing,601,630
613,Xin’an,Westend,594,649
614,Ntoroko,Cody,426,611
615,Hairag,Oneill,20,584
616,Jiangkouxu,Memorial,645,138
617,Kramators’k,1st,733,562
618,Bududa,Pepper Wood,382,113
619,Mtimbira,Melody,72,228
620,Miguel Aleman,Mariners Cove,40,634
621,Ipubi,Delaware,71,752
622,El Cuy,Caliangt,209,130
623,Belas,Scofield,758,164
624,Mboursou Léré,Washington,214,547
625,Uppsala,Rigney,49,722
626,Junyang,Sherman,787,194
627,Marcabal,Pawling,305,132
628,Vereshchagino,Lien,826,925
629,Batken,Shelley,629,384
630,Klampis,Weeping Birch,814,599
631,Dongshi,Brentwood,838,161
632,Palmira,Manufacturers,623,315
633,Pan de Azúcar,Emmet,74,964
634,Barrancabermeja,Paget,844,938
635,Staraya Mayna,Hallows,314,10
636,Gorgān,Crescent Oaks,924,896
637,Zhongtang,Lakeland,883,740
638,Berber,Columbus,381,576
639,Jingtailu,Comanche,632,291
640,Banana Village,Heffernan,34,959
641,San Miguel,Lien,890,134
642,Bauchi,Goodland,386,78
643,Chlewiska,Maryland,203,311
644,Somita,Homewood,271,919
645,Minnedosa,Kim,262,795
646,Dayangqi,Melby,566,334
647,Baiguan,Burning Wood,291,462
648,Pesek,Thackeray,583,788
649,Viljoenskroon,Texas,294,573
650,Ciepielów,Hollow Ridge,75,436
651,Changgai,Sloan,293,618
652,Turgun,Kingsford,833,795
653,Kalmar,Northview,43,370
654,Shāzand,Annamark,974,777
655,Cagmanaba,Autumn Leaf,484,974
656,Merrifield,Artisan,939,604
657,Bayawan,Gina,996,9
658,Arnaía,Portage,610,62
659,Talangbetutu,Pierstorff,863,421
660,Linpu,Anzinger,154,936
661,Bzenec,Towne,799,204
662,El Agua Dulcita,Pepper Wood,71,670
663,El Peñón,Veith,377,231
664,Montenegro,Heath,724,937
665,Yutan,Monterey,176,155
666,Tumbagaan,Stone Corner,707,803
667,Datun,Mesta,360,468
668,Banjar Sengguan,Reindahl,584,819
669,Quilmes,Monica,83,525
670,Shagonar,Fallview,8,595
671,Tocota,Waywood,41,647
672,Nemyriv,Goodland,525,297
673,Fuhe,Annamark,551,561
674,Nador,Stone Corner,323,951
675,Zuhu,John Wall,328,400
676,Saint Paul,Utah,140,738
677,Cadiz,Towne,761,31
678,Atabayan,Columbus,376,292
679,Chengdong,8th,414,675
680,Yaruchel,Independence,658,384
681,Planaltina,Granby,54,555
682,Anjozorobe,Park Meadow,458,509
683,Liangyaping,La Follette,944,866
684,Punta Cana,Delladonna,428,887
685,Pueblo Nuevo Viñas,Vidon,124,626
686,Mojo,Darwin,955,842
687,Karantaba,Summerview,410,59
688,Woodstock,Manitowish,280,897
689,Plagiári,Warrior,568,38
690,Osiek,Chinook,164,643
691,Hema,Almo,478,303
692,San Agustín,Center,20,192
693,Kardzhin,Debs,516,966
694,Suwaru,Miller,404,244
695,Buracan,Barnett,220,520
696,Lleida,David,819,735
697,Kantharalak,Hintze,358,998
698,Bundibugyo,Canary,330,329
699,Chapayeve,Grayhawk,26,963
700,Araçatuba,Elgar,873,215
701,Pilar,Sauthoff,680,392
702,Pervomayskoye,Paget,820,499
703,Pudoc North,Spenser,765,601
704,Khairiahmandah,School,480,792
705,Sūq ar Rabū‘,Hudson,879,458
706,Chuhuyiv,Sommers,805,78
707,Delingha,Amoth,167,50
708,Yufa,Mccormick,364,154
709,Morden,Northport,732,820
710,Jingang,Del Mar,929,263
711,Karara,6th,409,866
712,Cincinnati,Del Sol,997,230
713,Luna,Everett,902,555
714,Nałęczów,Vahlen,322,854
715,Ipiales,Goodland,266,843
716,Gyōda,Bluejay,146,135
717,Huadi,Commercial,112,427
718,Ljungskile,Larry,700,200
719,Křižanov,Porter,191,360
720,Candi Prambanan,Forest Run,453,843
721,Mafang,Ilene,464,744
722,Stara Pazova,Blaine,962,671
723,Xihuaiba,Ryan,926,30
724,Kovylkino,Dahle,785,333
725,Saint George's,Sheridan,915,749
726,Xiexiong,Vernon,812,528
727,Machagai,Starling,512,616
728,Limoges,Mosinee,792,325
729,Fartura,Esch,516,735
730,Kuningan,Toban,634,567
731,Ljutomer,Lotheville,382,535
732,Nahāvand,Anthes,38,122
733,Prienai,Arizona,399,150
734,Kauhan,Sunfield,616,963
735,Yaroslavskaya,Petterle,276,21
736,Selkirk,Stephen,394,204
737,Qiwen,Anniversary,836,960
738,Kanginan,Bartelt,607,548
739,Bāglung,Sommers,26,304
740,Tvrdonice,Eagan,539,319
741,Bollnäs,Welch,651,287
742,Mangulewa,Carpenter,738,559
743,Tosontsengel,Spenser,418,615
744,Piteå,Namekagon,466,307
745,Ivanovskoye,Columbus,496,689
746,Watergrasshill,Beilfuss,186,424
747,Nangaroro,Spenser,785,644
748,Oebaki,Fuller,774,8
749,Verbivka,Russell,130,329
750,Pristen’,Kenwood,389,299
751,Shuangyuan,Doe Crossing,30,591
752,Butahai,Bluejay,129,322
753,Międzyrzecz,Bartillon,732,868
754,La Courneuve,International,160,244
755,Ḩawallī,Garrison,727,461
756,Las Ánimas,Carioca,709,517
757,Jiazi,Moose,548,78
758,Dalian,Park Meadow,769,237
759,Jiazhuang,Pawling,837,483
760,Lourdes,Lillian,154,245
761,Dikirnis,Mccormick,943,614
762,Būsh,Mcbride,931,225
763,Ajaccio,Arizona,196,42
764,Barengkok,Buena Vista,106,669
765,Sukawening,Melvin,16,397
766,Nishor,Northfield,844,911
767,Borbon,Kennedy,243,391
768,La Loma,Quincy,56,214
769,Acarigua,Johnson,548,70
770,Ufa,Dovetail,985,228
771,Traganón,Manufacturers,848,38
772,Plátanos,Park Meadow,652,581
773,Đoan Hùng,Forster,336,324
774,Mooirivier,Homewood,695,299
775,Huskvarna,Banding,199,655
776,Dayushu,Tony,627,180
777,Douane,Shasta,948,513
778,Norrtälje,Waxwing,542,230
779,Hejia,Summerview,128,214
780,Nova Pazova,Pennsylvania,230,926
781,Campo Largo,Rockefeller,280,109
782,Tingloy,Judy,43,60
783,Sempol,Michigan,836,829
